content,rating
"Zachęcona bardzo pozytywnymi opiniami ,wczoraj po raz pierwszy obejrzałam ""Skazani na Shawshank"". Wiele osób mi mówiło, że to najlepszy film jaki kiedykolwiek powstał. Obejrzałam go i ..... nie rozumiem tego. Film jest wciągający, ma wspaniały klimat i muzykę, która oddziaływuje na uczucia. Fabuła ciekawie się rozwija, a koniec jest dla mnie zaskakujący, ale dlaczego ""Skazani...."" często jest ...",7
"Mam z tym filmem taki ""problem"", że kiedy tylko jest nadawany, to zawsze go oglądam. Jest jeszcze jeden taki film, ""Siedem dusz"".",10
"To jeden z moich ulubionych filmów, myślę, że w osobistym rankingu mógłbym go uplasować na 2 miejscu zaraz po ""Terminatorze 2"", choć te filmy zdecydowanie się od siebie różnią. Po raz pierwszy oglądałem go będąc jeszcze w szkole podstawowej i zrobił wtedy na mnie ogromne wrażenie. Opowiadanie Stephena Kinga przeczytałem dopiero po kilkukrotnym obejrzeniu filmu i uważam, że ""Skazani..."" to jedna z ...",10
"...w każdym razie na mojej liście raczej nie wygrał. Nie zrozumcie mnie źle, to z pewnością jeden z najlepszych filmów jakie w życiu widziałem, ale jednak wolę taką np. ""Zieloną Milę"" swoją drogą tego samego reżysera. Oba filmy należy obejrzeć, polecam!!!!",9
Miną miesiąc od kiedy obejrzałam Skazanych. A obejrzałam go już 11 razy. Cdziennie sprawdzam ciekawostki o filmie i o aktorach.Kupię dwa plakaty do pokoju i książkę.A gdy będę starsza i nazbieram pieniędzy planuje pojechać do tego więzienia gdzie kręcono film.Mój przyjaciel mówi że gadam tylko o filmie.,10
"...co może zrobić z człowiekiem takie przymusowe, więzienne,oderwanie od rzeczywistości... nie czytałam (jeszcze)książki ale założę się że trochę to wszystko zostalo uproszczone, za mało magii jak na mój gust; mimo wszystko fllm robi wrażenie, trudno się po jego obejrzeniu wybudzić ze stanu swoistej hipnozy w którą wprowadza; swoją drogą ekranizacje powieści Kinga zazwyczaj są całkiem dobre no a ta należy ...",9
"Nie rozumiem wszechobecnego zachwytu nad tym filmem. Nie był zły, aktorstwo na poziomie, scenariusz i zdjęcia też, ale żeby pierwszy na liście? Film był niezły owszem, ale według mnie niczym nie różni się od innych amerykańskich produkcji. Chętnie usłyszałbym opinię kogoś, kto mógłby mi wytłumaczyć fenomen tego dzieła. Peace out ;)",9
"Niech każdy wpisze tu JEDEN film, który według Niego zasługuje na miano największego dzieło w historii kina. Przy setnym wpisie pozbieram wszystkie tytuły do kupy i zobaczymy co ztego wyjdzie. Na początek zacznijmy od mojego ulubionego filmu na którego forum jesteśmy;). 1.Skazani na Shawshank PS. Proszę nie prowadził tu kłótni, ani nie dawać niepotrzebych ...",10
"Przepraszam ale uważam że to najlepszy film wszechczasów! Nie będę się rozpisywał dlaczego, bo to już nie raz było powiedziane. Ten film można oglądać w nieskończoność! ARCYDZIEŁO!!!",10
3 najlepsze filmy o więzieniu wg. was? Czekam na odpowiedzi...,10
"cześć! przeprowadzamy ankietę na temat top10 filmwebu. Serdecznie prosimy o wypełnienie, bardzo nam to pomoże! https://www.1ka.si/a/152186",8
"Chciałbym spytać jak duże widzicie podobieństwo pomiędzy tym filmem, a zrobionym 15 lat wcześniej Alcatraz'em ?",8
"Witam, podajcie swój ranking najlepszych zagranicznych filmów z motywem więzienia. U mnie to jest  tak:1. Więzień Nienawiści2. Skazani na Shawshank3. Bronson4. Skazaniec5. Chopper6. Wyspa Skazańców7. Ucieczka z Alcatraz8. The Wrath of Cain9. Skazany na piekło10. Cela 21111. Osadzony12. Prorok13. StoneNiektóre z przymrużeniem oka, bo dawno oglądałem ...",9
No normalnie morgan wolny facet dał czadu no czizas co sie dzieje normalnie lowciam go,6
a od tamtej pory nie powstało większe dzieło filmowe.Absolut sztuki.,10
"Jak dla mnie to najlepszy okres dla kina. Wymieńcie tutaj 10 najlepszych filmów lat 90. Moje typy:1. Skazani na Shawshank.2. Forrest Gump.3. Siedem.4. Pulp Fiction.5. Szeregowiec Ryan.6. American Beauty.7. Leon zawodowiec.8. Chłopcy z ferajny.9. Podziemny krąg.10. Kasyno.Typy mocno spontaniczne, ale w tej chwili najbardziej taka kolejność mi odpowiada.",10
"Mam 2 filmy ulubione poza Jamesem Bondem, Jasonem Bournem i Doctorem Who skazani i helikopter w ogniu",9
"Wciągający, prosty i mądry film z wystarczającą ilością mroku kontrastującego z pogodnym spojrzeniem na przebłyski człowieczeństwa. Trzeba!",10
"Zobaczcie jakie filmy w ostatnich latach otrzymują ""oscary"", przecież tego nie da się oglądać! Jakiś totalny syf! Ten film jest doskonałym przykładem na to, że już ponad 20 lat temu Akademia Filmowa w Hollywood z chodziła na psy!",9
"Cała ucieczka niby taka precyzyjna, ale z drugiej strony zastanawia mnie jedno. Jakim cudem Andy podczas ucieczki zakleił ten tunel plakatem? Przecież to fizycznie niemożliwe, bo aby zakryć całe wyjście musiałby być w celi, a przecież nikt mu nie pomagał.",9
"Wczoraj ponownie obejrzałam Shawshank - pierwszy raz po iluś tam latach - 15?, 17? O ile wcześniej film zrobił na mnie wrażenie, to po tylu latach mocno stracił. Film trzyma w napięciu, dobrze zagrany i werezyserowany, ale mało realistyczna bajka. Naiwna, z wieloma nieścisłościami, siląca się na dramat bajka. Co nie zmienia faktu, że ogląda się fajnie ;). Jest o wiele więcej ciekawszych (a ...",8
"http://www.youtube.com/watch?v =6HsPFgMpzQc&feature=youtu .bemoj 2 caly film wrzucony na yt, nie trzeba sciagac, ani czekac,Zapraszam do ogladania ;]film jest w calosci w jednym kawalku!",9
"Ilu z was moi kochani, którzy daliście ocenę 10,9,8 - zasłużoną oczywiście - czytało opowiadanie Kinga. Tak z ciekawości :D",10
"Miałem rok gdy ten film powstał. Dziś obejrzałem go po raz pierwszy. To już nie jest jedynie kino. To sztuka. Zajmuje jedno z czołowych miejsc w moim subiektywnym rankingu największych dzieł w historii, zaraz obok Forresta Gumpa, Władcy Pierścieni, pierwszych części Star Wars i kilku innych pozycji.",10
"Trzyma w napięciu do końca. Genialne dialogi,ekstra więzienna brutalność, czarny charakter też ekstra. Był to pierwszy film który mnie poruszył",10
"Reżyserowi (Frank Darabont) udało się coś, o czym inni reżyserzy mogą tylko pomarzyć - stworzył dzieło wybitne, wręcz ponadczasowe, choć paradoksalnie dorobek reżysera jest raczej skromny (głównie jest on specjalistą od ekranizacji prozy S.Kinga). Siłą filmu jest zarówno ciekawa fabuła, jak i niepretensjonalny sposób prowadzenia ...",10
"Super film ! Fajna fabuła, trzyma w napięciu. Pierwszoplanowy aktor poradził sobie bardzo dobrze, tylko nie wiedzieć czemu cały czas myślałam, że to idealna rola dla Toma Hanks'a :)",10
"Bez dwóch zdań , nie ma co pisać po prostu wiem to i taki mam gust.Dla mnie to  najlepszy film jaki kiedykolwiek w ogóle powstał.Istne arcydzieło,oglądam średnio 3 razy w tygodniu od 4 lat :)",10
"O co chodzi z ""Shawshanki lunastus""??? - taki tytul sie pokazuje w wyszukiwarce filmwebu a tytul oryginalny to Shawshank redemption",10
"Czy ten film można uznać za najlepszy na świecie? Otóż, tak z pewnością, niema takiego drugiego filmu który wywołuje tyle łez i radości jednocześnie, skłania nas do głębokich przemyśleń nad sensem życia i tego co jest w nim ważne i ważniejsze, po seansie niemogę pozbierać myśli, film za każdym razem wywiera na mnie ogromne wrażenie, oglądając zatracam się w historii bohaterów smuce się ...",10
"A także o tym,że to niekoniecznie ""kraty tworzą więzienie"" Znakomite,ponadczasowe kino. Perełka.",9
witam czy może znacie filmy podobne do skazani na shawshank??,10
Znacie jakieś podobne filmy o ucieczce z więzienia lub poprostu o więzieniu. Pomijając ucieczke z Alkatraz bo już oglądałem.,10
"Poszukuję filmów tego typu: Skazani na Shawshank, Zielona mila czy Forrest Gump. Takie bardzo dające do myślenia...proszę o jakiś propozycje.",10
"11/10 - tyle powinien mieć!!! Tylko tyle powiem...! Ktoś zna może podobne tytuły, które według Was zasługują ta podobną ocenę? Podzielcie się prosze...:)",10
"Witam, bardzo lubię filmy których akcja rozgrywana jest w więzieniach. Jak ktoś zna jeszcze jakieś filmy niech zapoda",10
"Co jest według was jest lepsze, Skazani na Shawshank czy Lot nad kukułczy gniazdem bo dla mnie Skazani i Lot są absolutnymi arcydziełami ?",10
Wiem że lepszego filmu o tematyce ucieczki z więzienia nie ma ale może coś podobnego na poziomie też powstało?,10
"film ujął mnie tym by nigdy się nie poddawać, niezależnie od tego jak bardzo złej sytuacji przyjdzie stawić czoło.",10
"Dawno nie oglądałam filmu z takim zaciekawieniem. Film porusza, ale także zmusza do refleksji. Jeśli ktoś się jeszcze wacha nad jego obejrzeniem, to mogę zapewnić że oglądając go na pewno się nie zawiedzie.",10
"jakieś nieporozumienie. Mam rozumieć, że to najlepszy film wszech-czasów? Dobre żarty. A nagrody dostał jakieś podrzędne.",7
"Film przez pierwsze 2 godziny właściwie sam się broni - fantastyczny klimat, niesamowite postacie, widz nie ma problemu z utożsamianiem się z głównym bohaterem, cierpi razem z nim, cieszy się z jego rosnącej pozycji wśród więźniów - krótko mówiąc, ciężko się do czegokolwiek przyczepić. Jednak moim zdaniem ostatnie 15 - 20 minut to absolutnie zbędne i straszliwie naciągane sceny. ...",9
"Takiego Kinga lubię. Jego horrory, choć tak chwalone, są według mnie przeciętne. Ale to dobry pisarz, a ten film tego dowodzi.",9
"Juz dawno nie oglądałem filmu tak dobrego. Ten niesie za sobą pozytywne przesłanie. Najbardziej podobały mi się dwa teksty (z filmu bo książki nie czytałem): ""Zacznij żyć albo zacznij umierać"" i ""Nadzieja jest dobra, może nawet najlepsza. To co dobre nie umiera nigdy""",10
"Nie uważam tego filmu za najlepszy na świecie jednakże muszę przyznać że naprawdę intryguję i pomimo swojego dość pokaźnego jak na Filmy wieku  potrafi zaskoczyć nowością oraz pomysłowością, zdecydowanie takie filmy powinny zarabiać miliardy oraz budować scenę filmową :D 9/10",8
"Muszę przyznać, że spodziewałam się czegoś nudnego i banalnego, jak np.[...], może nie będę wymieniać, bo urażę czyjeś ego. Ale wracając do tematu, to film zrobił na mnie duże wrażenie, posiada ciekawą fabułę. W interesujący sposób przedstawili obraz człowieka siedzącego w więzieniu. NWM, jak było w więzieniach w latach 70-80, ale wiem że film jest rewelacyjny. Andy Dufresne ...",9
"Film mi się spodobał, ale bez rewelacji. Trzymał w napięciu, człowiek był ciekawy co będzie dalej, ale czegoś mi brakowało.",10
"Jest to emblemat tego, że Oscary to jedna wielka polityczna konspiracja nie mająca nic wspólnego z jakością filmu...",10
"... Ten sam reżyser, co w ""Zielonej Mili"", ten sam autor dzieła do ekranizacji... I choć jednak uważam ""Zieloną milę"" za lepszą, to ten film nie ustępuje mu praktycznie w niczym ( poza ilością obejrzeń). Jest świetnie zrobiony, ze świetną obsadą, przekazane są wszystkie niuanse i niepewności, wszelkie znaki zapytania - i choć kilka obstawionych przeze mnie punktów ...",10
"Film naprawdę znakomity, jedyne co mnie zastanawia ,to ze postacie w ogóle się nie postarzały",10
"Nadzieja wcale nie jest matką głupich, za to przysłowia ludowe często bywają głupotą narodów. Top five ekranizacji Kinga.",9
"czekałem z obejrzeniem tego filmu. Słyszałem, że jest bardzo dobry. Zastanawiałem się dlaczego akurat ten film jest pierwszy na liście filmweb. Dlaczego nie Ojciec Chrzestny? Forrest Gump? Zielona Mila? I wiele wiele innych. W końcu postanowiłem, że nadszedł ten czas i... już nie ma w mojej głowie pytań dlaczego ten film, tylko pojawiło się inne. Dlaczego głupku tak późno obejrzałeś?!Oczywiście trudno ...",10
"Razem z ""Zieloną milą"",która jest utrzymana w podobnym klimacie jest na mojej osobistej liście najlepszych filmów.",8
Film super 9/10 ale jednak Tom Hanks bardziej pasował by do roli głównego bohatera.,9
"Świetna ekranizacja mojego ulubionego pisarza Stephena Kinga . Film nie bez przyczyny w top 500 zajmuje pierwsze miejsce , nie da się go obejrzeć bez żadnych emocji . Film świetnie odzwierciedla książkę. Polecam :)",10
Poszukuję filmu o więzieniu . Skazani byli nazywani kolorami a główny bohater z tego co pamiętam nazywany był Purpurowy ... Pamięta ktoś ?,8
"Według mnie ten film jest mocno przesiąknięty schematami. Na dodatek ma kilka przewidywalnych momentów, a wątek Tommiego Williamsa tak średnio się wpasował i chyba był dodany tylko po to, żeby udowodnić niewinność głównego bohatera. Trochę ciekawy był wątek Andy'ego jako ucznia Reda, a później taka jakby zamiana ról, Redding był jego pracownikiem i kimś ...",9
Jego dzieła choćby w Zielonej Mili i innych podważają tą religię A jakie jest Wasze zdanie?,8
"Nie mogę napisać żeby mi się nie podobał, czy był słaby, ale fakt faktem, że kino dostosowane do produkcji dla mass, stąd ten powszechny zachwyt. Myślę, że istnieją bardziej lotne filmy, nie uznałabym go za najlepszy film na świecie.",7
Dawno nie oglądałam tego typu gatunków filmowych.Muszę nadrobić zaległości.Jestem ciekawa czy mi się spodoba.42% w moim guście...Jestem ciekawa czym urzekł ten film.,5
"Mimo, że film ma już tyle lat, to dopiero teraz się za niego zabrałam. W sumie nie wiem czemu nie wystawiłam dziesiątki, ale na razie dałam 9. Może po ponownym obejrzeniu ocenę podwyższę. Na razie porównałam z ""Zieloną milą"" i ona wydaje mi się trochę lepsza.",9
"Zajebisty materiał. Film wywarł na mnie spore wrażenie i oglądałem go wkręcony w fabułę śledząc każdy krok. Daje do myślenia, budzi emocje, skłania do refleksji. Nie będę prowadził wywodów odnośnie świata, itd... Każdy kumaty człowiek powinien po prostu obejrzeć ten film. Jedna z tych produkcji stojących na czele. Ogromny props.",10
"Kocham ten film, oglądałam go pare razy i jest na prawdę super :)",8
"Film mi się bardzo podobał szkoda że nie ma więcej tak dobrych filmów ale coś mi tu zabrakło by dorównał Zielonej Mili , sam niewiem może tematyka która swoją drogą jest podobna ..",10
"Wspaniały film,zasłuzony deszcz nagród. Dzieło,które może wycisnąć łzy każdego twardziela !!!!! Oglądac i nie czytać negatywnych opini",10
"Czytam wszystkie komentarze z zainteresowaniem i niepokoi mnie liczba niepochlebnych komentarzy. Oczywiście szanuję opinię innych ludzi i uważam że konstruktywna krytyka zawsze jest potrzebna, ale wydaje mi się, że parę wątpliwości powinno zostać wyjaśnionych. Oto moje odpowiedzi na osiem najczęstszych zarzutów pod adresem ""Forresta Gumpa"":1. FILM JEST NIEREALNY. - ...",10
"ArcydziełoWidziałem ten film jeszcze na VHS, później kilka razy w tv i po sobotnim seansie postanowiłem wyrazić moją opinię. Arcydzieło - to moje subiektywne odczucie: w całym moim życiu żaden film nie wywarł na mnie tak ogromnego wrażenia jak ten. Wartości moralne zawarte w tym filmie wykraczą nawet po za biblie. Kierowanie się prostymi zasadami wpojonymi przez matkę czyni Forresta niezwykle wartościowym ...",10
"Szczerze powiedziawszy nie bardzo rozumiem. Film jest dobry oczywiście, ale żeby arcydzieło? 2. miejsce? Tego nie rozumiem. Jak dla mnie ten film jest trochę za długi, nie przykuwał mojej uwagi na tyle żebym nie mogła oderwać wzroku od ekranu. Gdyby ktoś mi przerwał w połowie, to nie zwariowałabym z ciekawości co dalej. Nie jest to film do którego chciałabym wciąż powracać. Gra ...",7
"Nie wiem czy wielu ludzi na tym świecie podziela moje zdanie na temat tego właśnie filmu.Dla mnie Forrest Gump jest filmem co najmniej kultowym. Ciężko jest mi ująć w słowa to co czułem ogłądając poraz pierwszy ten niesamowity obraz. Najpiękniejsze jest jednak to, że te uczucia są wciąż obecne. To nie jest tak, że człowiek obejrzy film spodoba mu się i o nim zapomni. Tutaj jest inaczej. Wciąż na ...",10
